competency_id,batch_id,title,description,related_skills,related_skills_with_bloom,skill_focus,soft_skills_required,soft_skills_description,kkni_level,kkni_floor,kkni_descriptor,future_relevance,all_skills_human_verified,human_quality,human_relevant,human_skill_focus,human_notes,reviewer_id
C2_b79,79,Cloud Infrastructure and Device Management,"Implement and manage cloud computing infrastructure and Windows device deployments by configuring services, provisioning resources, and administering device lifecycles to support organizational operations.","[""manage Windows devices"", ""manage device lifecycle""]",manage Windows devices (Bloom: Apply); manage device lifecycle (Bloom: Apply),Hard,adapt to change; solve problems; work collaboratively; understand business needs; thrive in ambiguity,"Managing evolving cloud systems requires problem-solving, collaboration, and adaptability to align technical implementations with changing business needs.",5,4,"Mampu menyelesaikan pekerjaan berlingkup luas, memilih metode dari beragam pilihan baku/non-baku dengan menganalisis data. Menguasai konsep teoritis bidang pengetahuan tertentu secara umum, mampu memformulasikan penyelesaian masalah prosedural.","Skills in cloud infrastructure and device management are in strong demand due to the widespread adoption of cloud services and the need for scalable, secure IT environments.",False,,,,,
C5_b50,50,Apply Vendor Assessment and Selection Processes,Apply systematic vendor assessment processes by analyzing seller methodologies and performance data to filter and select reliable partners.,"[""filter out sellers by digging into their process""]",filter out sellers by digging into their process (Bloom: Apply),Hard,think critically; analyze information; work independently; deliver high-quality work,Critical thinking and independent analysis are required to assess vendor processes thoroughly and ensure selection of high-quality partners.,5,4,"Mampu menyelesaikan pekerjaan berlingkup luas, memilih metode dari beragam pilihan baku/non-baku dengan menganalisis data. Menguasai konsep teoritis bidang pengetahuan tertentu secara umum, mampu memformulasikan penyelesaian masalah prosedural.","Robust vendor assessment is crucial for ensuring supply chain reliability, quality control, and ethical sourcing in an interconnected global economy.",False,,,,,
C2_b36,36,Build and Scale Global Cloud Service Operations,"Build, configure, and scale cloud service operations across multiple regions by defining service boundaries and implementing monitoring to ensure high availability for a global user base.","[""scale service operations"", ""serve entities worldwide"", ""build service operations"", ""define service boundaries"", ""develop and configure services"", ""develop and operate across regions"", ""own the service level of a platform""]",scale service operations (Bloom: Apply); serve entities worldwide (Bloom: Apply); build service operations (Bloom: Create); define service boundaries (Bloom: Remember); develop and configure services (Bloom: Create); develop and operate across regions (Bloom: Create); own the service level of a platform (Bloom: Apply),Hard,work independently; manage time; thrive in ambiguity; understand business needs; work with cross-functional teams,"These skills help learners autonomously manage operational tasks, prioritize under pressure, and align technical decisions with broader organizational goals.",7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.","The ability to deploy and manage resilient, globally distributed services is fundamental to modern digital business and the expansion of cloud computing infrastructure.",False,,,,,
C1_b35,35,Enterprise Analytics Platform Support and Evaluation,Evaluate and support enterprise analytics platforms and systems by applying diagnostic procedures to ensure operational integrity and data accuracy.,"[""support enterprise analytics platforms"", ""support analytics systems"", ""support aggregation accuracy""]",support enterprise analytics platforms (Bloom: Evaluate); support analytics systems (Bloom: Evaluate); support aggregation accuracy (Bloom: Evaluate),Hard,solve problems; think critically; work independently; deliver high-quality work; understand business needs,"Critical thinking and problem-solving are needed to diagnose system issues, while understanding business needs ensures support aligns with organizational data goals.",6,6,"Mampu mengaplikasikan bidang keahliannya dan memanfaatkan ilmu pengetahuan, teknologi, dan/atau seni dalam penyelesaian masalah, serta beradaptasi terhadap situasi yang dihadapi. Menguasai konsep teoritis bidang pengetahuan tertentu secara umum dan bagian khusus secara mendalam.","Data-driven decision-making is central to modern business, requiring skilled professionals to maintain and evaluate the analytics infrastructure that provides critical insights.",False,,,,,
C1_b123,123,Designing Engaging Interactive Digital Experiences,Create interactive digital experiences that foster reflection and sharing by applying principles of user engagement and emotional design to produce demonstrable artifacts.,"[""create fun, share-worthy moments of reflection""]","create fun, share-worthy moments of reflection (Bloom: Create)",Hard,think critically; drive innovation; deliver high-quality work; work independently; adapt to change; communicate ideas,"Learners need to think critically to design meaningful interactions, innovate to create engaging content, and independently produce high-quality work while adapting to feedback.",7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.","This competency is crucial as digital experiences increasingly focus on user engagement, emotional connection, and shareable content, which are key for applications in education, marketing, and social platforms.",False,,,,,
C2_b8,8,Creating Technical Solutions with Design Software,Create and execute engineering designs and activities by utilizing specialized design and analysis software to develop functional technical solutions from defined requirements.,"[""use design/analysis software"", ""execute engineering activities""]",use design/analysis software (Bloom: Create); execute engineering activities (Bloom: Create),Hard,work independently; deliver high-quality work; solve problems; apply for roles; manage time,"Learners must work independently to manage time, solve problems, and apply technical knowledge to deliver high-quality work products.",7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.","Proficiency with design and analysis tools is foundational for modern engineering and software development, enabling efficient creation and validation of complex systems.",False,,,,,
C1_b44,44,Cybersecurity Vulnerability Analysis,Analyze and interpret technical vulnerability data by evaluating scan results to identify security weaknesses and prioritize remediation actions.,"[""interpret technical vulnerability data"", ""assist with running vulnerability scans"", ""assist with scheduling vulnerability scans""]",interpret technical vulnerability data (Bloom: Understand); assist with running vulnerability scans (Bloom: Apply); assist with scheduling vulnerability scans (Bloom: Apply),Hard,think critically; work independently; solve complex challenges; deliver high-quality work; manage time,Critical thinking and independent problem-solving are needed to accurately interpret data and prioritize vulnerabilities effectively.,5,4,"Mampu menyelesaikan pekerjaan berlingkup luas, memilih metode dari beragam pilihan baku/non-baku dengan menganalisis data. Menguasai konsep teoritis bidang pengetahuan tertentu secara umum, mampu memformulasikan penyelesaian masalah prosedural.","This competency is critical as cybersecurity threats evolve, requiring skilled professionals to proactively identify and mitigate vulnerabilities in increasingly complex digital systems.",False,,,,,
C1_b71,71,Evaluating Software Quality through Technical Reviews,"Evaluate software quality and security by conducting systematic technical peer reviews and analyzing code and scan results to identify defects, vulnerabilities, and areas for improvement.","[""conduct technical peer reviews"", ""review scan results"", ""review code""]",conduct technical peer reviews (Bloom: Evaluate); review scan results (Bloom: Evaluate); review code (Bloom: Evaluate),Hard,think critically; collaborate with team; communicate effectively; deliver high-quality work; solve problems,"Critical thinking and effective communication are needed to analyze artifacts, provide constructive feedback, and collaborate with peers to improve software quality.",6,6,"Mampu mengaplikasikan bidang keahliannya dan memanfaatkan ilmu pengetahuan, teknologi, dan/atau seni dalam penyelesaian masalah, serta beradaptasi terhadap situasi yang dihadapi. Menguasai konsep teoritis bidang pengetahuan tertentu secara umum dan bagian khusus secara mendalam.","This competency is critical for maintaining software security and quality in increasingly complex and automated development environments, where human oversight remains essential for risk mitigation.",False,,,,,
C2_b78,78,User Story Development and Requirements Analysis,"Create and refine user stories by analyzing user needs and behavioral data to translate complex requirements into clear, actionable development tasks for cross-functional teams.","[""participate in user story development"", ""translate complex behavioral data into clear stories""]",participate in user story development (Bloom: Create); translate complex behavioral data into clear stories (Bloom: Understand),Hard,collaborate with cross-functional teams; think critically; communicate ideas; understand business needs; solve problems; work closely with stakeholders,"Developing user stories requires critical thinking to analyze data, collaboration with teams and stakeholders, and clear communication of ideas to align on requirements.",7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.",Translating user data and needs into clear development artifacts is fundamental for creating user-centric software and will grow in importance with the rise of data-driven and AI-enhanced product development.,False,,,,,
C1_b111,111,Cloud Infrastructure Operations and Maintenance,Apply operational procedures for cloud infrastructure by maintaining shared spaces and allocating physical resources according to established specifications.,"[""maintain appearance of shared spaces"", ""allocate space and power""]",maintain appearance of shared spaces (Bloom: Analyze); allocate space and power (Bloom: Remember),Hard,work independently; deliver high-quality work; manage time; adapt to change; solve problems,Learners need to work independently and manage time to maintain infrastructure quality while adapting to changing operational needs.,4,4,Mampu menyelesaikan tugas berlingkup luas dan kasus spesifik dengan menganalisis informasi secara terbatas dan memilih metode dari beberapa pilihan baku. Menguasai beberapa prinsip dasar bidang keahlian tertentu.,"This competency is foundational for managing physical and virtual cloud environments, which are critical for supporting scalable digital services and emerging technologies like AI and big data.",False,,,,,
C1_b118,118,Database Performance Optimization,Design and implement efficient database indexing strategies by applying best practices to improve query performance and data retrieval speed.,"[""apply best practices for indexing""]",apply best practices for indexing (Bloom: Apply),Hard,think critically; solve problems; work independently; deliver high-quality work; manage time,"Critical thinking and problem-solving are needed to analyze query patterns and design effective indexes, while independent work and time management ensure high-quality, timely delivery.",5,4,"Mampu menyelesaikan pekerjaan berlingkup luas, memilih metode dari beragam pilihan baku/non-baku dengan menganalisis data. Menguasai konsep teoritis bidang pengetahuan tertentu secara umum, mampu memformulasikan penyelesaian masalah prosedural.","As data volumes continue to grow exponentially, the ability to optimize database performance remains critical for ensuring responsive applications and efficient data processing in all digital domains.",False,,,,,
C1_b9,9,Software Project Management and Planning,"Create and manage programming projects by developing comprehensive plans, allocating resources, and implementing structured methodologies to support management in project planning and execution.","[""manage projects"", ""support management in project planning"", ""manage programming projects""]",manage projects (Bloom: Apply); support management in project planning (Bloom: Create); manage programming projects (Bloom: Create),Both,collaborate with team; communicate effectively; manage time; work with cross-functional teams; solve problems; adapt to change,"Learners need to coordinate with diverse teams, communicate plans clearly, and adjust to changing project requirements to successfully manage software development projects.",7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.","Project management skills are essential for delivering complex software solutions efficiently. As software development becomes more collaborative and integrated, the ability to plan and manage technical projects ensures timely delivery and resource optimization.",False,,,,,
C8_b14,14,Analyze Requirements and Project Contexts,"Analyze user projects and structural or domain-specific requirements to understand project scope, constraints, and technical foundations.","[""experience structural engineering"", ""experience energy projects"", ""apply construction regulations"", ""apply residential construction practices""]",experience structural engineering (Bloom: Create); experience energy projects (Bloom: Apply); apply construction regulations (Bloom: Create); apply residential construction practices (Bloom: Create),Hard,think critically; understand business needs; work closely with stakeholders; solve problems,Critical thinking and stakeholder engagement ensure accurate interpretation of domain-specific requirements and constraints.,7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.",Understanding domain-specific contexts is vital for developing software that effectively solves real-world problems in industries like engineering and construction.,False,,,,,
C1_b96,96,Cloud Infrastructure Management with Kubernetes,"Operate and manage containerized applications and services using Kubernetes by configuring deployments, scaling resources, and monitoring cluster performance to ensure reliable system operation.","[""operate Kubernetes""]",operate Kubernetes (Bloom: Evaluate),Hard,solve problems; work independently; adapt to change; think critically; manage time; deliver high-quality work,"Learners need to troubleshoot issues independently, adapt to dynamic system changes, and manage their time to maintain reliable services.",6,6,"Mampu mengaplikasikan bidang keahliannya dan memanfaatkan ilmu pengetahuan, teknologi, dan/atau seni dalam penyelesaian masalah, serta beradaptasi terhadap situasi yang dihadapi. Menguasai konsep teoritis bidang pengetahuan tertentu secara umum dan bagian khusus secara mendalam.","Kubernetes is central to modern cloud-native application deployment and management, with strong growth forecasted in cloud computing and infrastructure domains, making this skill essential for scalable software operations.",False,,,,,
C1_b4,4,Design and Implement AI Systems for Operational Challenges,"Design and implement production-ready AI systems by translating complex operational challenges into functional specifications, selecting appropriate algorithms and frameworks, and deploying scalable solutions.","[""translate complex operational challenges into production-ready AI systems""]",translate complex operational challenges into production-ready AI systems (Bloom: Understand),Hard,solve complex challenges; think critically; work collaboratively; adapt to change; communicate effectively; understand business needs,"Learners need to critically analyze operational problems, collaborate with stakeholders to define requirements, and adapt solutions as challenges evolve, ensuring the AI system effectively meets business objectives.",3,2,"Mampu melaksanakan serangkaian tugas spesifik dengan menerjemahkan informasi dan menggunakan alat, berdasarkan sejumlah pilihan prosedur kerja. Memiliki pengetahuan operasional yang lengkap dan prinsip-prinsip terkait fakta bidang keahlian tertentu.","This competency addresses the growing demand for professionals who can bridge operational needs with AI capabilities, enabling organizations to automate complex processes and enhance decision-making through intelligent systems.",False,,,,,
C7_b18,18,Applying Platform Decoupling in Game Development,"Apply platform decoupling techniques in game development to separate game logic from platform-specific code, enabling greater portability and maintainability.","[""decouple platform from games""]",decouple platform from games (Bloom: Apply),Hard,solve problems; think critically; work collaboratively; adapt to change; understand business needs,"Problem-solving and critical thinking are needed to implement decoupling, while collaboration ensures alignment with game design and platform constraints.",4,4,Mampu menyelesaikan tugas berlingkup luas dan kasus spesifik dengan menganalisis informasi secara terbatas dan memilih metode dari beberapa pilihan baku. Menguasai beberapa prinsip dasar bidang keahlian tertentu.,Modular architecture in game development supports growth in interactive media by allowing games to be deployed across multiple platforms more efficiently.,False,,,,,
C1_b39,39,Strategic Planning and Forecasting Support,"Develop and manage planning and forecasting processes by creating tools to aggregate data, preparing financial and operational plans, and facilitating annual planning cycles to support strategic decision-making.","[""support business planning process"", ""support strategic initiatives"", ""support strategic decision-making"", ""assist in preparation of forecasts"", ""assist in preparation of profit plans"", ""build tools that aggregate and evaluate forecasts"", ""facilitate annual planning cycle"", ""manage demand planning"", ""manage forecasting"", ""shape the future of financial planning"", ""support financial planning process"", ""support forecasting process""]",support business planning process (Bloom: Create); support strategic initiatives (Bloom: Evaluate); support strategic decision-making (Bloom: Evaluate); assist in preparation of forecasts (Bloom: Apply); assist in preparation of profit plans (Bloom: Create); build tools that aggregate and evaluate forecasts (Bloom: Create); facilitate annual planning cycle (Bloom: Create); manage demand planning (Bloom: Create); manage forecasting (Bloom: Apply); shape the future of financial planning (Bloom: Create); support financial planning process (Bloom: Create); support forecasting process (Bloom: Evaluate),Hard,collaborate with cross-functional teams; communicate effectively; think critically; work independently; manage time; understand business needs,"Learners need to collaborate with diverse teams, communicate findings clearly, and think critically to translate data into actionable plans that align with business objectives.",7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.","Data-driven planning and forecasting are increasingly critical for organizational agility and competitiveness, especially with the integration of AI and analytics tools to improve accuracy and strategic insight.",False,,,,,
C2_b73,73,Analyze and Troubleshoot Back-end Systems,"Analyze back-end logic and system operations by examining code, data flows, and processes to identify root causes of issues and verify system functionality.","[""dive into back-end logic""]",dive into back-end logic (Bloom: Analyze),Hard,solve problems; think critically; work independently; thrive in ambiguity; understand business needs,"Problem-solving and critical thinking are required to diagnose issues, while comfort with ambiguity helps when investigating unfamiliar code or systems.",5,5,"Mampu menyelesaikan pekerjaan berlingkup luas, memilih metode dari beragam pilihan baku/non-baku dengan menganalisis data. Menguasai konsep teoritis bidang pengetahuan tertentu secara umum, mampu memformulasikan penyelesaian masalah prosedural.","The ability to systematically analyze and debug complex software systems is a timeless and essential skill for ensuring application reliability and performance, regardless of technological advancements.",False,,,,,
C1_b134,134,Application Performance Analysis and Optimization,"Analyze and optimize application performance by using profiling tools to identify bottlenecks in code and the execution stack, and implementing targeted improvements.","[""work on profiler stack and application code""]",work on profiler stack and application code (Bloom: Analyze),Hard,think critically; solve complex challenges; work independently; deliver high-quality work; adapt to change,"Critical thinking and problem-solving are needed to diagnose performance issues, while independence and adaptability are required to implement effective solutions under technical constraints.",5,5,"Mampu menyelesaikan pekerjaan berlingkup luas, memilih metode dari beragam pilihan baku/non-baku dengan menganalisis data. Menguasai konsep teoritis bidang pengetahuan tertentu secara umum, mampu memformulasikan penyelesaian masalah prosedural.","Performance optimization remains critical for efficient resource use and user experience, especially as applications grow in complexity and scale within cloud and data-intensive environments.",False,,,,,
C1_b7,7,Software System Design and Engineering,"Design scalable software systems and components by applying engineering principles to create architectural diagrams, select appropriate technologies, and define infrastructure requirements.","[""design engineering"", ""design components"", ""design software"", ""design systems"", ""design infrastructure""]",design engineering (Bloom: Create); design components (Bloom: Create); design software (Bloom: Create); design systems (Bloom: Create); design infrastructure (Bloom: Create),Hard,think critically; solve complex challenges; work independently; collaborate with team; communicate effectively; adapt to change,"Critical thinking and problem-solving are needed to analyze requirements, while communication and collaboration are essential for discussing design decisions with team members.",7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.","The ability to design robust and scalable systems is fundamental as software complexity increases and cloud-native architectures become standard, ensuring solutions are maintainable and adaptable to future technological shifts.",False,,,,,
C1_b102,102,Continuous Integration Pipeline Configuration,"Configure and set up continuous integration pipelines using Jenkins by defining build jobs, integrating version control systems, and automating test execution to ensure consistent software builds.","[""configure Jenkins"", ""set up Jenkins""]",configure Jenkins (Bloom: Apply); set up Jenkins (Bloom: Apply),Hard,work independently; solve problems; adapt to change; deliver high-quality work; manage time,"Working independently to solve configuration problems and adapt to changing requirements ensures the delivery of a reliable, high-quality pipeline.",4,4,Mampu menyelesaikan tugas berlingkup luas dan kasus spesifik dengan menganalisis informasi secara terbatas dan memilih metode dari beberapa pilihan baku. Menguasai beberapa prinsip dasar bidang keahlian tertentu.,"Automated CI/CD pipelines are foundational for modern software development, enabling faster, more reliable releases and are integral to DevOps practices which continue to grow in adoption.",False,,,,,
C1_b120,120,Designing Sustainable Technology Solutions,Create technology solutions that address environmental sustainability by integrating principles of ecological responsibility into the software development lifecycle and proposing actionable improvements.,"[""champion for a healthier planet""]",champion for a healthier planet (Bloom: Create),Hard,drive innovation; think critically; understand business needs; work collaboratively; solve complex challenges; communicate ideas,"Learners need to innovate responsibly, think critically about environmental impact, and communicate sustainable ideas effectively within a team.",7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.","This competency is critical as global industries increasingly prioritize environmental, social, and governance (ESG) criteria, requiring technologists to build sustainable and responsible systems.",False,,,,,
C1_b110,110,Designing Digital and Environmental Systems,Create digital plant designs and review associated plans and forecasts by applying specialized software tools and analytical methods to produce functional models and validated projections.,"[""learn plant design"", ""review plant plans and forecasts""]",learn plant design (Bloom: Create); review plant plans and forecasts (Bloom: Create),Hard,think critically; work independently; adapt to change; deliver high-quality work; manage time,"Critical thinking and time management enable precise design and review, while adaptability ensures responsiveness to project changes and standards.",7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.","This competency integrates digital design with sustainability planning, aligning with growing demands in environmental technology and smart infrastructure development.",False,,,,,
C1_b55,55,Develop Software Solutions Using Multiple Programming Languages,"Create functional software applications by selecting and applying appropriate programming languages, including C, C++, Python, and scripting languages, to solve defined computational problems.","[""program in C, C++ and scripting languages"", ""work across multiple programming languages"", ""create python code"", ""leverage Python for solutions"", ""script proficiently"", ""code proficiently"", ""write code""]","program in C, C++ and scripting languages (Bloom: Create); work across multiple programming languages (Bloom: Create); create python code (Bloom: Create); leverage Python for solutions (Bloom: Apply); script proficiently (Bloom: Apply); code proficiently (Bloom: Apply); write code (Bloom: Create)",Hard,adapt to change; think critically; solve problems; work independently; deliver high-quality work,"Learners need to adapt to different language syntaxes, think critically to select the right tool, and work independently to produce functional code.",7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.","The ability to work across multiple languages is essential for adapting to diverse technology stacks and integrating with emerging systems like AI platforms and cloud services, which are in strong growth.",False,,,,,
C3_b51,51,Build and Customize Reporting Tools and Platforms,"Build and customize reporting tools, dashboards, and platforms by integrating various data components and applying software development practices to create functional data presentation systems.","[""build customized reporting tools"", ""build tools, dashboards and platform"", ""build dashboards""]","build customized reporting tools (Bloom: Create); build tools, dashboards and platform (Bloom: Create); build dashboards (Bloom: Create)",Hard,solve complex challenges; work independently; drive innovation; think critically; work with developers,"Building custom tools requires solving complex technical challenges independently, thinking critically, and innovating, often while coordinating with other developers.",7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.","While foundational, the ability to build custom tools provides flexibility beyond off-the-shelf solutions, though focus should shift towards integrating with modern cloud and AI-driven analytics platforms.",False,,,,,
C1_b97,97,Containerized Application Deployment and Management,"Deploy and manage containerized applications by configuring Docker containers, orchestrating their lifecycle, and troubleshooting operational issues in simulated cloud environments.","[""work with docker containers"", ""operate Docker""]",work with docker containers (Bloom: Apply); operate Docker (Bloom: Evaluate),Hard,solve problems; work independently; adapt to change; think critically; deliver high-quality work,"Problem-solving and critical thinking are needed to troubleshoot container issues, while independence and adaptability allow for managing dynamic deployment environments to ensure quality outcomes.",6,6,"Mampu mengaplikasikan bidang keahliannya dan memanfaatkan ilmu pengetahuan, teknologi, dan/atau seni dalam penyelesaian masalah, serta beradaptasi terhadap situasi yang dihadapi. Menguasai konsep teoritis bidang pengetahuan tertentu secara umum dan bagian khusus secara mendalam.","Containerization is foundational for modern cloud-native and microservices architectures, enabling scalable, portable, and efficient software deployment, which is critical for future software development and DevOps practices.",False,,,,,
C1_b47,47,Design and Develop System Integration Interfaces,Design and develop secure and scalable interfaces between clinical and enterprise systems by applying integration patterns and selecting appropriate communication protocols to ensure data consistency and system interoperability.,"[""maintain interfaces between clinical and enterprise systems"", ""develop interfaces between clinical and enterprise systems"", ""troubleshoot interfaces between clinical and enterprise systems""]",maintain interfaces between clinical and enterprise systems (Bloom: Analyze); develop interfaces between clinical and enterprise systems (Bloom: Create); troubleshoot interfaces between clinical and enterprise systems (Bloom: Apply),Hard,solve complex challenges; think critically; work collaboratively; adapt to change; understand business needs,Solving complex integration problems requires critical thinking to analyze system interactions and collaboration to align with stakeholder needs.,7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.","System integration is critical for modern healthcare and enterprise IT, enabling data flow and automation. Skills in designing robust interfaces remain in demand as organizations adopt more interconnected software ecosystems.",False,,,,,
C2_b136,136,Optimizing Development Processes and Infrastructure,Evaluate and improve software development procedures and infrastructure by analyzing existing workflows and creating enhancements to build tooling and operational processes.,"[""maintain and operate procedures"", ""continuously improve build tooling, developer workflows, and infrastructure""]","maintain and operate procedures (Bloom: Evaluate); continuously improve build tooling, developer workflows, and infrastructure (Bloom: Create)",Hard,solve problems; adapt to change; grow professionally,"Learners apply problem-solving and adaptability to analyze and improve technical processes, supporting continuous professional growth.",7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.","As development environments become more complex and automated, the ability to critically assess and enhance tooling and workflows is key for team efficiency and adaptability.",False,,,,,
C2_b62,62,Architecting and Building High-Performance Mobile Applications,Design and construct high-performance mobile applications by creating scalable architectures and implementing efficient code to meet performance benchmarks.,"[""architect high-performance mobile applications"", ""build high-performance mobile applications"", ""scale high-performance mobile applications""]",architect high-performance mobile applications (Bloom: Create); build high-performance mobile applications (Bloom: Create); scale high-performance mobile applications (Bloom: Apply),Hard,solve complex challenges; think critically; work independently; deliver high-quality work,Designing complex systems requires solving intricate technical challenges through critical thinking and independent work to achieve high-quality outcomes.,7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.","While specific legacy domains may decline, the core principles of designing for performance and scalability are transferable to emerging platforms and are critical for creating efficient software.",False,,,,,
C1_b135,135,Software Codebase Modernization,"Refactor and upgrade existing software codebases by applying systematic improvement techniques to enhance maintainability, performance, and adherence to modern standards.","[""refactor and upgrade codebase""]",refactor and upgrade codebase (Bloom: Create),Hard,think critically; solve problems; work independently; deliver high-quality work; adapt to change,"Critical thinking and problem-solving are needed to systematically improve code, while independence and adaptability ensure quality work amidst changing technical requirements.",7,7,"Mampu merencanakan dan mengelola sumberdaya, mengevaluasi kerjanya secara komprehensif untuk menghasilkan langkah-langkah pengembangan strategis organisasi. Memecahkan permasalahan melalui pendekatan monodisipliner. Mampu melakukan riset dan mengambil keputusan strategis dengan akuntabilitas penuh.","While routine maintenance coding shows a declining trend, the ability to modernize legacy systems remains critical for integrating new technologies and maintaining operational efficiency in evolving software environments.",False,,,,,
C2_b80,80,Evaluating Deal Mechanics and Candidate Assessment,Evaluate specific deal mechanics and assess candidate performance by applying defined criteria to make informed judgments about process effectiveness.,"[""assess candidates on specific deal mechanics"", ""dig into deal mechanics""]",assess candidates on specific deal mechanics (Bloom: Evaluate); dig into deal mechanics (Bloom: Apply),Hard,think critically; solve problems; work independently; understand business needs; deliver high-quality work,Critical thinking and problem-solving allow learners to thoroughly examine deal structures and assess candidate approaches.,6,6,"Mampu mengaplikasikan bidang keahliannya dan memanfaatkan ilmu pengetahuan, teknologi, dan/atau seni dalam penyelesaian masalah, serta beradaptasi terhadap situasi yang dihadapi. Menguasai konsep teoritis bidang pengetahuan tertentu secara umum dan bagian khusus secara mendalam.","Evaluating transactional processes remains relevant for business analysis roles, supporting moderate growth in understanding complex business operations.",False,,,,,
C2_b114,114,Evaluate Electronic Hardware Through Systematic Testing,"Evaluate the functionality and reliability of Circuit Card Assemblies by designing and executing test procedures, analyzing results against specifications, and documenting findings to verify performance.","[""test Circuit Card Assemblies""]",test Circuit Card Assemblies (Bloom: Evaluate),Hard,think critically; solve complex challenges; deliver high-quality work; work independently; adapt to change,"Critical thinking and problem-solving are required to design effective tests and adapt procedures to ensure high-quality, reliable evaluations.",6,6,"Mampu mengaplikasikan bidang keahliannya dan memanfaatkan ilmu pengetahuan, teknologi, dan/atau seni dalam penyelesaian masalah, serta beradaptasi terhadap situasi yang dihadapi. Menguasai konsep teoritis bidang pengetahuan tertentu secara umum dan bagian khusus secara mendalam.",Systematic testing and quality evaluation are enduring critical skills for ensuring the reliability and safety of electronic products in manufacturing and R&D sectors.,False,,,,,
